phrase,spam_count,ham_count,spam_ratio,weight,category
recharge pe,5,0,1.0,0.5,general
recipes,5,0,1.0,0.5,technical
recommends,5,0,1.0,0.5,general
reebok,5,0,1.0,0.5,general
ref,5,0,1.0,0.5,general
reply 24 hours,5,0,1.0,0.5,general
reply free,5,0,1.0,0.5,general
resi,5,0,1.0,0.5,general
residential plots,5,0,1.0,0.5,general
revsng,5,0,1.0,0.5,general
revsng soon,5,0,1.0,0.5,general
revsng soon xperience,5,0,1.0,0.5,general
roti kapda aur,5,0,1.0,0.5,general
rs 13,5,0,1.0,0.5,general
rs 250,5,0,1.0,0.5,general
rs 5000,5,0,1.0,0.5,general
rs 999,5,0,1.0,0.5,general
rs25,5,0,1.0,0.5,general
rs30,5,0,1.0,0.5,general
rs40,5,0,1.0,0.5,general
rs50 extra,5,0,1.0,0.5,general
safari,5,0,1.0,0.5,general
se recharge,5,0,1.0,0.5,general
se recharge karein,5,0,1.0,0.5,general
sebastian,5,0,1.0,0.5,general
sebastian vettel,5,0,1.0,0.5,general
sec137 noida,5,0,1.0,0.5,general
sec137 noida xprsway,5,0,1.0,0.5,general
seen tv,5,0,1.0,0.5,general
selected receive 1000,5,0,1.0,0.5,general
selected receive 350,5,0,1.0,0.5,general
send stop frnd,5,0,1.0,0.5,general
sent direct,5,0,1.0,0.5,general
service announcement,5,0,1.0,0.5,general
service apprtmnt,5,0,1.0,0.5,general
service apprtmnt sec137,5,0,1.0,0.5,general
shopping spree,5,0,1.0,0.5,general
shows won 800,5,0,1.0,0.5,general
slim belt rs650,5,0,1.0,0.5,general
sms paisa,5,0,1.0,0.5,general
sms paisa sms,5,0,1.0,0.5,general
sms past 15,5,0,1.0,0.5,general
sonyericsson,5,0,1.0,0.5,general
soon xperience,5,0,1.0,0.5,general
soon xperience beachside,5,0,1.0,0.5,general
spree,5,0,1.0,0.5,general
standard rates,5,0,1.0,0.5,general
stay connected,5,0,1.0,0.5,general
stay connected aircel,5,0,1.0,0.5,general
step service,5,0,1.0,0.5,general
stop end,5,0,1.0,0.5,general
stop frnd,5,0,1.0,0.5,general
stop frnd 62468,5,0,1.0,0.5,general
submit,5,0,1.0,0.5,general
supertch,5,0,1.0,0.5,general
supertch holiday,5,0,1.0,0.5,general
surfing charges,5,0,1.0,0.5,general
surprise awaiting,5,0,1.0,0.5,general
talk time,5,0,1.0,0.5,general
themob,5,0,1.0,0.5,general
tierea fully,5,0,1.0,0.5,general
tierea fully furnshd,5,0,1.0,0.5,general
time tried,5,0,1.0,0.5,general
time tried contact,5,0,1.0,0.5,general
tnc apply,5,0,1.0,0.5,general
tncs,5,0,1.0,0.5,general
today lucky,5,0,1.0,0.5,urgency
today lucky day,5,0,1.0,0.5,urgency
todays voda,5,0,1.0,0.5,urgency
todays voda numbers,5,0,1.0,0.5,urgency
tollfree,5,0,1.0,0.5,general
tone 16,5,0,1.0,0.5,general
tone arrive,5,0,1.0,0.5,general
tone arrive customer,5,0,1.0,0.5,general
tone ur mob,5,0,1.0,0.5,general
township,5,0,1.0,0.5,technical
tried contact won,5,0,1.0,0.5,general
ts cs www,5,0,1.0,0.5,general
twilight,5,0,1.0,0.5,general
txt chat,5,0,1.0,0.5,general
txt chat 86688,5,0,1.0,0.5,general
txtauction,5,0,1.0,0.5,general
unlimited text,5,0,1.0,0.5,general
update latest,5,0,1.0,0.5,general
upto 40,5,0,1.0,0.5,general
ur friends,5,0,1.0,0.5,general
ur mob week,5,0,1.0,0.5,general
urgent message,5,0,1.0,0.5,urgency
urgent message waiting,5,0,1.0,0.5,urgency
valid 12hrs 150ppm,5,0,1.0,0.5,general
valid till,5,0,1.0,0.5,general
validity 30,5,0,1.0,0.5,general
video handset,5,0,1.0,0.5,general
video handset 750,5,0,1.0,0.5,general
villas yamuna,5,0,1.0,0.5,general
voda,5,0,1.0,0.5,general
voda numbers,5,0,1.0,0.5,general
voda numbers ending,5,0,1.0,0.5,general
voucher holder claim,5,0,1.0,0.5,general
w1,5,0,1.0,0.5,general
want new video,5,0,1.0,0.5,general
web,5,0,1.0,0.5,general
weekly comp,5,0,1.0,0.5,general
weekly draw txt,5,0,1.0,0.5,general
win free,5,0,1.0,0.5,general
won 800,5,0,1.0,0.5,general
won 800 prize,5,0,1.0,0.5,general
work home,5,0,1.0,0.5,general
wrist,5,0,1.0,0.5,general
wrist watch,5,0,1.0,0.5,general
www getzed,5,0,1.0,0.5,general
www getzed uk,5,0,1.0,0.5,general
www sms,5,0,1.0,0.5,general
www sms ac,5,0,1.0,0.5,general
xpandabl villas,5,0,1.0,0.5,general
xpandabl villas yamuna,5,0,1.0,0.5,general
xperience,5,0,1.0,0.5,general
xperience beachside,5,0,1.0,0.5,general
xpresway,5,0,1.0,0.5,general
xprsway 15,5,0,1.0,0.5,general
xprsway 15 75,5,0,1.0,0.5,general
yamuna xprsway,5,0,1.0,0.5,general
yes interactions,5,0,1.0,0.5,general
yes interactions blyk,5,0,1.0,0.5,general
zed,5,0,1.0,0.5,general
connection,8,5,0.6154,0.4923,general
dirty,8,5,0.6154,0.4923,general
hotel,8,5,0.6154,0.4923,general
link,8,5,0.6154,0.4923,general
quality,8,5,0.6154,0.4923,general
rd,8,5,0.6154,0.4923,general
tt,8,5,0.6154,0.4923,general
09,7,3,0.7,0.49,general
passport,7,3,0.7,0.49,general
saath,7,3,0.7,0.49,general
tv,21,22,0.4884,0.4884,general
open,18,19,0.4865,0.4865,general
game,13,14,0.4815,0.4815,general
till,22,24,0.4783,0.4783,general
enjoy,31,35,0.4697,0.4697,general
1st,29,33,0.4677,0.4677,general
weekend,21,24,0.4667,0.4667,general
fantastic,8,6,0.5714,0.4571,general
90,6,2,0.75,0.45,general
amt,6,2,0.75,0.45,general
arrived,6,2,0.75,0.45,general
attached,6,2,0.75,0.45,general
classes,6,2,0.75,0.45,general
effects,6,2,0.75,0.45,general
finance,6,2,0.75,0.45,general
gay,6,2,0.75,0.45,general
ji,6,2,0.75,0.45,general
terms,6,2,0.75,0.45,general
vodafone,6,2,0.75,0.45,general
looking,17,21,0.4474,0.4474,general
month,25,31,0.4464,0.4464,general
loss,7,4,0.6364,0.4455,general
photo,7,4,0.6364,0.4455,general
thinks,7,4,0.6364,0.4455,general
vote,7,4,0.6364,0.4455,general
se,43,54,0.4433,0.4433,general
park,11,14,0.44,0.44,general
yr,14,18,0.4375,0.4375,general
dr,8,7,0.5333,0.4267,general
starts,8,7,0.5333,0.4267,general
using,8,7,0.5333,0.4267,general
shop,11,15,0.4231,0.4231,general
phone,62,85,0.4218,0.4218,general
power,10,14,0.4167,0.4167,general
07,5,1,0.8333,0.4167,general
165,5,1,0.8333,0.4167,general
33,5,1,0.8333,0.4167,general
announcement,5,1,0.8333,0.4167,general
benefits,5,1,0.8333,0.4167,general
bilkul,5,1,0.8333,0.4167,general
designer,5,1,0.8333,0.4167,general
edition,5,1,0.8333,0.4167,general
facing,5,1,0.8333,0.4167,general
famous,5,1,0.8333,0.4167,general
installation,5,1,0.8333,0.4167,general
instantly,5,1,0.8333,0.4167,general
isd,5,1,0.8333,0.4167,general
jp,5,1,0.8333,0.4167,general
loans,5,1,0.8333,0.4167,general
no1,5,1,0.8333,0.4167,general
partner,5,1,0.8333,0.4167,general
sunshine,5,1,0.8333,0.4167,general
trends,5,1,0.8333,0.4167,general
unsub,5,1,0.8333,0.4167,general
week,52,73,0.416,0.416,general
office,22,31,0.4151,0.4151,general
number,49,70,0.4118,0.4118,general
health,7,5,0.5833,0.4083,general
salary,7,5,0.5833,0.4083,general
yrs,11,16,0.4074,0.4074,general
party,13,19,0.4062,0.4062,general
21,9,11,0.45,0.405,general
yes,55,81,0.4044,0.4044,general
entered,6,3,0.6667,0.4,general
maximum,6,3,0.6667,0.4,general
mera,6,3,0.6667,0.4,general
north,6,3,0.6667,0.4,general
registered,6,3,0.6667,0.4,general
select,6,3,0.6667,0.4,general
winning,6,3,0.6667,0.4,general
011 62222222,4,0,1.0,0.4,general
02 06,4,0,1.0,0.4,general
02 06 03,4,0,1.0,0.4,general
08000930705 delivery,4,0,1.0,0.4,general
08712405020,4,0,1.0,0.4,general
09219592195,4,0,1.0,0.4,general
10 din,4,0,1.0,0.4,general
100 ayurvedic,4,0,1.0,0.4,general
100 ayurvedic product,4,0,1.0,0.4,general
100 gift,4,0,1.0,0.4,general
100 gift voucher,4,0,1.0,0.4,general
10am 7pm,4,0,1.0,0.4,general
10p 10kb,4,0,1.0,0.4,general
10p min stop,4,0,1.0,0.4,general
111 download,4,0,1.0,0.4,general
111 download fav,4,0,1.0,0.4,general
112,4,0,1.0,0.4,general
114,4,0,1.0,0.4,general
12 assured,4,0,1.0,0.4,general
1250,4,0,1.0,0.4,general
1327,4,0,1.0,0.4,general
1327 croydon,4,0,1.0,0.4,general
1327 croydon cr9,4,0,1.0,0.4,general
15 16,4,0,1.0,0.4,general
15 days,4,0,1.0,0.4,general
150 worth,4,0,1.0,0.4,general
150 worth discount,4,0,1.0,0.4,general
150ppm 18,4,0,1.0,0.4,general
18 mnths,4,0,1.0,0.4,general
1st week no1,4,0,1.0,0.4,general
2000 prize claim,4,0,1.0,0.4,general
20p min ntt,4,0,1.0,0.4,general
250 weekly,4,0,1.0,0.4,general
2500,4,0,1.0,0.4,general
27 lac onwrds,4,0,1.0,0.4,general
2900,4,0,1.0,0.4,general
2gb,4,0,1.0,0.4,general
30days,4,0,1.0,0.4,general
30din,4,0,1.0,0.4,general
3510i,4,0,1.0,0.4,general
3510i colour,4,0,1.0,0.4,general
3510i colour phone,4,0,1.0,0.4,general
36504,4,0,1.0,0.4,general
3750,4,0,1.0,0.4,general
399,4,0,1.0,0.4,general
3yrs,4,0,1.0,0.4,general
434,4,0,1.0,0.4,general
4bhk apts,4,0,1.0,0.4,general
50 week,4,0,1.0,0.4,general
500 free text,4,0,1.0,0.4,general
5000 prize,4,0,1.0,0.4,general
50p min,4,0,1.0,0.4,general
52424 tnc appl,4,0,1.0,0.4,general
54999 www,4,0,1.0,0.4,general
567678,4,0,1.0,0.4,general
567678 tnc,4,0,1.0,0.4,general
5lac,4,0,1.0,0.4,general
5lacs,4,0,1.0,0.4,general
5wb,4,0,1.0,0.4,general
5wb 0870,4,0,1.0,0.4,general
5we,4,0,1.0,0.4,general
71,4,0,1.0,0.4,general
777,4,0,1.0,0.4,general
79,4,0,1.0,0.4,general
83355,4,0,1.0,0.4,general
85023,4,0,1.0,0.4,general
85023 savamob,4,0,1.0,0.4,general
86021,4,0,1.0,0.4,general
87066 tncs,4,0,1.0,0.4,general
87066 tncs www,4,0,1.0,0.4,general
87131,4,0,1.0,0.4,general
87239,4,0,1.0,0.4,general
88,4,0,1.0,0.4,general
9212255555 avail,4,0,1.0,0.4,general
9311304872,4,0,1.0,0.4,general
99 lacs,4,0,1.0,0.4,general
a2a,4,0,1.0,0.4,general
active,4,0,1.0,0.4,general
air tickets,4,0,1.0,0.4,general
airtel mobile,4,0,1.0,0.4,general
aloe,4,0,1.0,0.4,general
aloe vera,4,0,1.0,0.4,general
amc,4,0,1.0,0.4,general
android,4,0,1.0,0.4,general
anthem,4,0,1.0,0.4,general
application surfing,4,0,1.0,0.4,general
application surfing charges,4,0,1.0,0.4,general
applications,4,0,1.0,0.4,general
applications just,4,0,1.0,0.4,general
applications just phone,4,0,1.0,0.4,general
appstore,4,0,1.0,0.4,general
appstore 111,4,0,1.0,0.4,general
appstore 111 download,4,0,1.0,0.4,general
auction send,4,0,1.0,0.4,general
aur paayein,4,0,1.0,0.4,general
awaited,4,0,1.0,0.4,general
ayurvedic product,4,0,1.0,0.4,general
bachat,4,0,1.0,0.4,general
balance ke,4,0,1.0,0.4,general
balance ke liye,4,0,1.0,0.4,general
bedbug,4,0,1.0,0.4,general
bedbug rats,4,0,1.0,0.4,general
belt rs650 vibration,4,0,1.0,0.4,general
belt rs999 ncr,4,0,1.0,0.4,general
benefit,4,0,1.0,0.4,general
best location best,4,0,1.0,0.4,general
bhk appts,4,0,1.0,0.4,general
bhkapts starting,4,0,1.0,0.4,general
bhkapts starting 16,4,0,1.0,0.4,general
blossom,4,0,1.0,0.4,general
blossom greens,4,0,1.0,0.4,general
booking amt,4,0,1.0,0.4,general
bop,4,0,1.0,0.4,general
box 1327,4,0,1.0,0.4,general
box 1327 croydon,4,0,1.0,0.4,general
branch,4,0,1.0,0.4,general
british,4,0,1.0,0.4,general
builders,4,0,1.0,0.4,general
calls mobile,4,0,1.0,0.4,general
camera phone,4,0,1.0,0.4,general
cash 2000 prize,4,0,1.0,0.4,general
change life,4,0,1.0,0.4,general
change life weight,4,0,1.0,0.4,general
charge help,4,0,1.0,0.4,general
charges 10p,4,0,1.0,0.4,general
charges delivery,4,0,1.0,0.4,general
chat 86688 150p,4,0,1.0,0.4,general
chemical herbal,4,0,1.0,0.4,general
chrgs rs10,4,0,1.0,0.4,general
claim easy just,4,0,1.0,0.4,general
claim ur 150,4,0,1.0,0.4,general
claim weeks,4,0,1.0,0.4,general
claim weeks offer,4,0,1.0,0.4,general
claim yr,4,0,1.0,0.4,general
claim yr prize,4,0,1.0,0.4,general
classic,4,0,1.0,0.4,general
coats,4,0,1.0,0.4,general
cockroach,4,0,1.0,0.4,general
cockroach termite,4,0,1.0,0.4,general
cockroach termite bedbug,4,0,1.0,0.4,general
code chrgs,4,0,1.0,0.4,general
code chrgs rs10,4,0,1.0,0.4,general
colour camera,4,0,1.0,0.4,general
colour phone,4,0,1.0,0.4,general
combo world,4,0,1.0,0.4,general
combo world class,4,0,1.0,0.4,general
comm,4,0,1.0,0.4,general
companies,4,0,1.0,0.4,general
comuk net,4,0,1.0,0.4,general
comuk net login,4,0,1.0,0.4,general
connectivity bhkapts,4,0,1.0,0.4,general
contact ons,4,0,1.0,0.4,general
contact reply,4,0,1.0,0.4,general
contact reply offer,4,0,1.0,0.4,general
contact weekends,4,0,1.0,0.4,general
contact weekends draw,4,0,1.0,0.4,general
costa,4,0,1.0,0.4,general
costa del,4,0,1.0,0.4,general
costa del sol,4,0,1.0,0.4,general
coupon,4,0,1.0,0.4,general
cr9,4,0,1.0,0.4,general
cr9 5wb,4,0,1.0,0.4,general
cr9 5wb 0870,4,0,1.0,0.4,general
credits pls,4,0,1.0,0.4,financial
croydon,4,0,1.0,0.4,general
croydon cr9,4,0,1.0,0.4,general
croydon cr9 5wb,4,0,1.0,0.4,general
cs box,4,0,1.0,0.4,general
cw25wx,4,0,1.0,0.4,general
datacard,4,0,1.0,0.4,general
david,4,0,1.0,0.4,general
day log,4,0,1.0,0.4,general
day log fantastic,4,0,1.0,0.4,general
dec 10,4,0,1.0,0.4,general
deepika,4,0,1.0,0.4,general
del sol,4,0,1.0,0.4,general
del sol holiday,4,0,1.0,0.4,general
delivery claim,4,0,1.0,0.4,general
direct ur,4,0,1.0,0.4,general
discount vouchers,4,0,1.0,0.4,general
dogging network,4,0,1.0,0.4,general
dominos,4,0,1.0,0.4,general
don miss great,4,0,1.0,0.4,general
door step service,4,0,1.0,0.4,general
double mins 1000,4,0,1.0,0.4,general
download fav,4,0,1.0,0.4,general
download fav application,4,0,1.0,0.4,general
downloading,4,0,1.0,0.4,general
draw 100 gift,4,0,1.0,0.4,general
dth,4,0,1.0,0.4,general
dwarka exp,4,0,1.0,0.4,general
easemytrip,4,0,1.0,0.4,technical
eco village noida,4,0,1.0,0.4,general
enjoy unlimited high,4,0,1.0,0.4,general
entertainment,4,0,1.0,0.4,general
entry 100 weekly,4,0,1.0,0.4,general
entry 250,4,0,1.0,0.4,general
entry 250 weekly,4,0,1.0,0.4,general
estate,4,0,1.0,0.4,general
exclnt,4,0,1.0,0.4,general
exclnt connectivity,4,0,1.0,0.4,general
exclnt connectivity bhkapts,4,0,1.0,0.4,general
exclusive,4,0,1.0,0.4,general
extn bhk,4,0,1.0,0.4,general
extn road,4,0,1.0,0.4,general
extra charge,4,0,1.0,0.4,general
extra charge help,4,0,1.0,0.4,general
f1,4,0,1.0,0.4,general
facial,4,0,1.0,0.4,general
false,4,0,1.0,0.4,general
fantasies,4,0,1.0,0.4,general
fav application,4,0,1.0,0.4,general
fav application surfing,4,0,1.0,0.4,general
feb 11,4,0,1.0,0.4,general
floors,4,0,1.0,0.4,general
floraville,4,0,1.0,0.4,general
free 0800,4,0,1.0,0.4,general
free bluetooth,4,0,1.0,0.4,general
free camera,4,0,1.0,0.4,general
free delivery,4,0,1.0,0.4,general
free entry 250,4,0,1.0,0.4,general
free join,4,0,1.0,0.4,general
free minutes,4,0,1.0,0.4,general
free minutes mobile,4,0,1.0,0.4,general
free mobileupd8,4,0,1.0,0.4,general
free nokia,4,0,1.0,0.4,general
free sms,4,0,1.0,0.4,general
free subscription,4,0,1.0,0.4,technical
free text messages,4,0,1.0,0.4,general
free texts,4,0,1.0,0.4,general
free usage,4,0,1.0,0.4,general
freephone,4,0,1.0,0.4,general
gay chat,4,0,1.0,0.4,general
germany,4,0,1.0,0.4,general
getaways,4,0,1.0,0.4,general
gift vouchers free,4,0,1.0,0.4,general
golf plots way,4,0,1.0,0.4,general
goto www,4,0,1.0,0.4,general
gp,4,0,1.0,0.4,general
great opportunity,4,0,1.0,0.4,general
gurgn,4,0,1.0,0.4,general
handling charges delivery,4,0,1.0,0.4,general
handset 750 anytime,4,0,1.0,0.4,general
helpline,4,0,1.0,0.4,general
high speed,4,0,1.0,0.4,general
high speed internet,4,0,1.0,0.4,general
holder claim weeks,4,0,1.0,0.4,general
holiday 5000 cash,4,0,1.0,0.4,general
home loan,4,0,1.0,0.4,general
home loans,4,0,1.0,0.4,general
hurry don,4,0,1.0,0.4,general
hurry don miss,4,0,1.0,0.4,general
hurry recharge,4,0,1.0,0.4,general
icc,4,0,1.0,0.4,general
icf,4,0,1.0,0.4,general
invited xchat,4,0,1.0,0.4,general
invites,4,0,1.0,0.4,general
ip4,4,0,1.0,0.4,technical
ip4 5we,4,0,1.0,0.4,technical
ipod mp3,4,0,1.0,0.4,technical
ipod mp3 player,4,0,1.0,0.4,technical
jamster,4,0,1.0,0.4,general
job knocking,4,0,1.0,0.4,general
job knocking ur,4,0,1.0,0.4,general
jp kensington,4,0,1.0,0.4,general
jp kensington blvrd,4,0,1.0,0.4,general
just 20p,4,0,1.0,0.4,general
just 20p min,4,0,1.0,0.4,general
just phone,4,0,1.0,0.4,general
just phone sms,4,0,1.0,0.4,general
just reply,4,0,1.0,0.4,general
just send,4,0,1.0,0.4,general
just txt nokia,4,0,1.0,0.4,general
jwala,4,0,1.0,0.4,general
jwala heri,4,0,1.0,0.4,general
jwala heri mkt,4,0,1.0,0.4,general
kazi road gangtok,4,0,1.0,0.4,general
ke recharge pe,4,0,1.0,0.4,general
ki bachat,4,0,1.0,0.4,general
ki jaankari,4,0,1.0,0.4,general
ki jaankari ke,4,0,1.0,0.4,general
km,4,0,1.0,0.4,general
knocking ur,4,0,1.0,0.4,general
knocking ur door,4,0,1.0,0.4,general
largest,4,0,1.0,0.4,general
largest dogging,4,0,1.0,0.4,general
largest dogging network,4,0,1.0,0.4,general
latest camera,4,0,1.0,0.4,general
latest colour camera,4,0,1.0,0.4,general
latest motorola sonyericsson,4,0,1.0,0.4,general
latest news,4,0,1.0,0.4,general
latest nokia,4,0,1.0,0.4,general
launching,4,0,1.0,0.4,general
life weight,4,0,1.0,0.4,general
life weight loss,4,0,1.0,0.4,general
limited period,4,0,1.0,0.4,general
limited seats,4,0,1.0,0.4,general
linerental,4,0,1.0,0.4,general
live free,4,0,1.0,0.4,general
loc,4,0,1.0,0.4,general
local aur,4,0,1.0,0.4,general
location best,4,0,1.0,0.4,general
location best price,4,0,1.0,0.4,general
locations sent,4,0,1.0,0.4,general
locations sent direct,4,0,1.0,0.4,general
logix blossom,4,0,1.0,0.4,general
logix blossom greens,4,0,1.0,0.4,general
loss gain,4,0,1.0,0.4,general
lucky day log,4,0,1.0,0.4,general
manya balance,4,0,1.0,0.4,general
member offers,4,0,1.0,0.4,general
members free,4,0,1.0,0.4,general
min 18,4,0,1.0,0.4,general
min ntt,4,0,1.0,0.4,general
min ntt po,4,0,1.0,0.4,general
mins 1000,4,0,1.0,0.4,general
mins 150,4,0,1.0,0.4,general
minutes mobile,4,0,1.0,0.4,general
minutes mobile 100,4,0,1.0,0.4,general
miss great,4,0,1.0,0.4,general
miss great opportunity,4,0,1.0,0.4,general
mobile 100,4,0,1.0,0.4,general
mobile 100 free,4,0,1.0,0.4,general
mobile 11mths,4,0,1.0,0.4,general
mobile awarded,4,0,1.0,0.4,general
mobile cs,4,0,1.0,0.4,general
mobile internet,4,0,1.0,0.4,general
mobile pe,4,0,1.0,0.4,general
moby,4,0,1.0,0.4,general
modular kitchen,4,0,1.0,0.4,general
money guarantee,4,0,1.0,0.4,general
moradabad,4,0,1.0,0.4,general
motorola sonyericsson nokia,4,0,1.0,0.4,general
movers,4,0,1.0,0.4,general
mp3 player,4,0,1.0,0.4,general
msg cc 08718720201,4,0,1.0,0.4,general
msg free,4,0,1.0,0.4,general
mtd,4,0,1.0,0.4,general
mtd edition,4,0,1.0,0.4,general
mubarak,4,0,1.0,0.4,general
mubarak ho,4,0,1.0,0.4,general
music 87066 tncs,4,0,1.0,0.4,general
net login,4,0,1.0,0.4,general
netcollex,4,0,1.0,0.4,general
new launch,4,0,1.0,0.4,general
new message,4,0,1.0,0.4,general
new nokia 3510i,4,0,1.0,0.4,general
new project,4,0,1.0,0.4,general
nh8,4,0,1.0,0.4,general
nlimited internet,4,0,1.0,0.4,general
no1 nokia,4,0,1.0,0.4,general
no1 nokia tone,4,0,1.0,0.4,general
noida extn bhk,4,0,1.0,0.4,general
nokia 3510i,4,0,1.0,0.4,general
nokia 3510i colour,4,0,1.0,0.4,general
nokia 86021,4,0,1.0,0.4,general
nokia phone,4,0,1.0,0.4,general
non stop internet,4,0,1.0,0.4,general
nr,4,0,1.0,0.4,general
offer pc,4,0,1.0,0.4,general
offer pc ts,4,0,1.0,0.4,general
offer sms,4,0,1.0,0.4,general
offers mobile cs,4,0,1.0,0.4,general
online www,4,0,1.0,0.4,general
ons,4,0,1.0,0.4,general
optout,4,0,1.0,0.4,general
orange tariffs,4,0,1.0,0.4,general
order reference,4,0,1.0,0.4,general
par dial,4,0,1.0,0.4,general
paris,4,0,1.0,0.4,general
pc ts,4,0,1.0,0.4,general
pc ts cs,4,0,1.0,0.4,general
pe rs,4,0,1.0,0.4,general
people store,4,0,1.0,0.4,general
phone sms,4,0,1.0,0.4,general
phone sms appstore,4,0,1.0,0.4,general
pinnacle,4,0,1.0,0.4,general
plots way,4,0,1.0,0.4,general
plus free,4,0,1.0,0.4,general
po box 1327,4,0,1.0,0.4,general
pobox 36504,4,0,1.0,0.4,general
pobox84,4,0,1.0,0.4,general
policy,4,0,1.0,0.4,general
polyphonic,4,0,1.0,0.4,general
porn,4,0,1.0,0.4,general
possesn,4,0,1.0,0.4,general
power saver,4,0,1.0,0.4,general
presenting wide,4,0,1.0,0.4,general
presenting wide range,4,0,1.0,0.4,general
price revising soon,4,0,1.0,0.4,general
prize 02 06,4,0,1.0,0.4,general
prize claim yr,4,0,1.0,0.4,general
prize customer service,4,0,1.0,0.4,general
prizes,4,0,1.0,0.4,general
provided,4,0,1.0,0.4,general
query,4,0,1.0,0.4,general
ramprastha skyz,4,0,1.0,0.4,general
range applications,4,0,1.0,0.4,general
range applications just,4,0,1.0,0.4,general
rate revisng,4,0,1.0,0.4,general
rates app,4,0,1.0,0.4,general
receive 1000 cash,4,0,1.0,0.4,general
rech,4,0,1.0,0.4,general
recharge rs,4,0,1.0,0.4,general
recharge stay,4,0,1.0,0.4,general
recharge stay connected,4,0,1.0,0.4,general
records,4,0,1.0,0.4,general
reduce fat,4,0,1.0,0.4,general
reduce fat inch,4,0,1.0,0.4,general
ree gift,4,0,1.0,0.4,general
releasing,4,0,1.0,0.4,general
reply code,4,0,1.0,0.4,general
reply code chrgs,4,0,1.0,0.4,general
reply date,4,0,1.0,0.4,general
reply delivery,4,0,1.0,0.4,general
reply offer,4,0,1.0,0.4,general
reply stop end,4,0,1.0,0.4,general
reputed developer,4,0,1.0,0.4,general
residential project,4,0,1.0,0.4,general
retailer recharge,4,0,1.0,0.4,general
return contact,4,0,1.0,0.4,general
return contact ons,4,0,1.0,0.4,general
revealed,4,0,1.0,0.4,general
revisng,4,0,1.0,0.4,general
rid,4,0,1.0,0.4,general
rid cockroach,4,0,1.0,0.4,general
rid cockroach termite,4,0,1.0,0.4,general
ringtone order reference,4,0,1.0,0.4,general
road gangtok,4,0,1.0,0.4,general
roger federer,4,0,1.0,0.4,general
row w1j6hl ldn,4,0,1.0,0.4,general
rs 16,4,0,1.0,0.4,general
rs 7000,4,0,1.0,0.4,general
rs250,4,0,1.0,0.4,general
rs650 vibration,4,0,1.0,0.4,general
rs650 vibration sauna,4,0,1.0,0.4,general
rs98,4,0,1.0,0.4,general
rs99,4,0,1.0,0.4,general
rs999 ncr,4,0,1.0,0.4,general
rs999 ncr rs50,4,0,1.0,0.4,general
sae cs box,4,0,1.0,0.4,general
saga,4,0,1.0,0.4,general
sal,4,0,1.0,0.4,general
sauna belt,4,0,1.0,0.4,general
sauna belt rs999,4,0,1.0,0.4,general
savamob member,4,0,1.0,0.4,general
savamob member offers,4,0,1.0,0.4,general
save settings,4,0,1.0,0.4,general
saver,4,0,1.0,0.4,general
sbi,4,0,1.0,0.4,general
seats,4,0,1.0,0.4,general
selection,4,0,1.0,0.4,general
send free,4,0,1.0,0.4,general
send mms,4,0,1.0,0.4,general
send stop 87239,4,0,1.0,0.4,general
send yes,4,0,1.0,0.4,general
sent direct ur,4,0,1.0,0.4,general
service pan,4,0,1.0,0.4,general
service pan card,4,0,1.0,0.4,general
settings receive,4,0,1.0,0.4,general
shops,4,0,1.0,0.4,general
size 1575,4,0,1.0,0.4,general
size 1575 2200,4,0,1.0,0.4,general
sk38xh,4,0,1.0,0.4,general
sms appstore,4,0,1.0,0.4,general
sms appstore 111,4,0,1.0,0.4,general
sms bop,4,0,1.0,0.4,general
sms ip,4,0,1.0,0.4,technical
sms ip 54999,4,0,1.0,0.4,technical
sms services,4,0,1.0,0.4,general
sol holiday,4,0,1.0,0.4,general
sonyericsson nokia,4,0,1.0,0.4,general
speed internet,4,0,1.0,0.4,general
speed upto,4,0,1.0,0.4,general
spider,4,0,1.0,0.4,general
standard rates app,4,0,1.0,0.4,general
starting 16,4,0,1.0,0.4,general
starting 16 20,4,0,1.0,0.4,general
std calls,4,0,1.0,0.4,general
std pack,4,0,1.0,0.4,general
step service pan,4,0,1.0,0.4,general
stop 87239,4,0,1.0,0.4,general
stop extra,4,0,1.0,0.4,general
stop extra charge,4,0,1.0,0.4,general
stop internet,4,0,1.0,0.4,general
stop stop,4,0,1.0,0.4,general
stop txt,4,0,1.0,0.4,general
subscriber,4,0,1.0,0.4,general
supertech presnts,4,0,1.0,0.4,general
surfing charges 10p,4,0,1.0,0.4,general
sweaters,4,0,1.0,0.4,general
tariffs,4,0,1.0,0.4,general
tax return contact,4,0,1.0,0.4,general
tea ph,4,0,1.0,0.4,general
tell ur mates,4,0,1.0,0.4,general
tenerife holiday 5000,4,0,1.0,0.4,general
termite,4,0,1.0,0.4,general
termite bedbug,4,0,1.0,0.4,general
termite bedbug rats,4,0,1.0,0.4,general
text credits,4,0,1.0,0.4,financial
text credits pls,4,0,1.0,0.4,financial
text free,4,0,1.0,0.4,general
text free camcorder,4,0,1.0,0.4,general
text messages,4,0,1.0,0.4,general
tid,4,0,1.0,0.4,general
tncs www,4,0,1.0,0.4,general
tncs www ldew,4,0,1.0,0.4,general
tried contact reply,4,0,1.0,0.4,general
true false,4,0,1.0,0.4,general
trying contact weekends,4,0,1.0,0.4,general
ts cs apply,4,0,1.0,0.4,general
