text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
hey babe my friend had to cancel still up for a visit,0,2.535,0.0,0.0,0.0,0.0,0.0,"visit, ab, till, end, cancel"
hmm ill have to think about it ok you re forgiven d,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
we are hoping to get away by 7 from langport you still up for town tonight,0,1.7404,0.0,0.0,0.0,0.0,0.0,"po, till, gp"
want to send me a virtual hug i need one,0,1.7034,0.0,0.0,0.0,0.0,0.0,"al, se, send, end"
probably not still going over some stuff here,0,1.0435,0.0,0.0,0.0,0.0,0.0,"ab, till"
it has issues right now ill fix for her by tomorrow,0,0.8,0.0,0.0,0.0,0.0,0.0,row
why i come in between you people,0,2.2457,0.0,0.0,0.0,0.0,0.0,"com, pl, pe"
senthil group company apnt 5pm,0,4.1311,0.0,0.0,0.0,0.0,0.0,"comp, com, pm, group, se, pan, 5p, gr"
oh really did you make it on air what s your talent,0,1.7239,0.0,0.0,0.0,0.0,0.0,"ke, al, real"
studying but i ll be free next weekend,0,4.1529,0.0,0.0,0.0,0.0,0.0,"ree, free, ke, weekend, week, end, ext"
r u here yet i m wearing blue shirt n black pants,0,3.1741,0.0,0.0,0.0,0.0,0.0,"ts, lac, ac, pan"
wait i will come out lt gt min,0,1.5727,0.0,0.0,0.0,0.0,0.0,"com, min"
i will reach ur home in lt gt minutes,0,2.1588,0.0,0.0,0.0,0.0,0.0,"ac, min, minute"
well then you have a great weekend,0,2.3023,0.0,0.0,0.0,0.0,0.0,"ke, weekend, week, end, gr"
what are you doing in langport sorry but i ll probably be in bed by 9pm it sucks being ill at xmas when do you and go2sri lanka,0,4.2042,0.0,0.0,0.0,0.0,0.0,"po, ka, o2, xmas, ab, pm, gp"
frnd s not juz a word not merely a relationship its a silent promise which says i will be with you wherevr whenevr forevr gudnyt dear,0,3.221,0.0,0.0,0.0,0.0,0.3273,"ts, word, rd, se, ons, ip"
huh 6 also cannot then only how many mistakes,0,2.3728,0.0,0.0,0.0,0.0,0.0,"ke, tak, al, ist"
ha u jus ate honey ar so sweet,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m turning off my phone my moms telling everyone i have cancer and my sister won t stop calling it hurts to talk can t put up with it see u when u get home love u,0,5.8525,0.0,0.0,0.0,0.0,0.0,"ts, ph, ms, won, stop, al, se, phone, ist"
honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too,0,3.2471,0.0,0.0,0.0,0.0,0.0,"ac, pl, sexy, sex, se"
thanks for loving me so you rock,0,0.0,0.0,0.0,0.0,0.0,0.0,
yeah imma come over cause jay wants to do some drugs,0,2.6798,0.0,0.0,0.0,0.0,0.0,"ts, com, se, dr"
ok thanx take care then,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
yup thk of u oso boring wat,0,0.0,0.0,0.0,0.0,0.0,0.0,
came to look at the flat seems ok in his 50s is away alot wiv work got woman coming at 6 30 too,0,5.8831,0.0,0.0,0.0,0.0,0.0,"50, flat, ms, com, min, 30, al, se"
moji just informed me that you saved our lives thanks,0,2.5554,0.0,0.0,0.0,0.0,0.0,"info, save, live, ji"
whos this am in class,0,0.0,0.0,0.0,0.0,0.0,0.0,
hey r still online i ve finished the formatting,0,1.6524,0.0,0.0,0.0,0.0,0.0,"line, tt, till"
great so what attracts you to the brothas,0,2.6619,0.0,0.0,0.0,0.0,0.0,"ts, ac, tt, gr"
promotion number 8714714 ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039 skilgme tscs087147403231winawk age16 1 50perwksub,1,32.5326,0.0,0.0,0.0,0.0,0.0,"cs, awarded, 03, ree, 50p, 08, ur awarded, ts, award, 16, 14, 31, txt, 80, 50, 200, summer, 40, win, store"
lol what happens in vegas stays in vegas,0,1.4031,0.0,0.0,0.0,0.0,0.0,"app, pe"
hello hello hi lou sorry it took so long 2 reply i left mobile at friends in lancaster just got it bak neway im sorry i couldn t make ur b day 2 hun,0,6.8701,0.0,0.0,0.0,0.0,0.0,"ft, mobile, mob, ke, reply, pl, new, ldn, end, bil"
when did i use soc i use it only at home dunno how 2 type it in word ar,0,2.1604,0.0,0.0,0.0,0.0,0.0,"pe, word, rd, se"
dad says hurry the hell up,0,0.7742,0.0,0.0,0.0,0.0,0.0,hurry
wake me up at lt gt am morning,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
i get out of class in bsn in like lt gt minutes you know where advising is,0,2.0812,0.0,0.0,0.0,0.0,0.0,"ke, min, minute"
great i shoot big loads so get ready,0,0.6091,0.0,0.0,0.0,0.0,0.0,"ready, gr"
i ll meet you in the lobby,0,0.0,0.0,0.0,0.0,0.0,0.0,
you still coming tonight,0,2.051,0.0,0.0,0.0,0.0,0.0,"com, min, till"
what happen dear tell me,0,1.4031,0.0,0.0,0.0,0.0,0.0,"app, pe"
sir i am waiting for your call once free please call me,0,3.5886,0.0,0.0,0.0,0.0,0.0,"ree, free, pl, al, se"
i was about to do it when i texted i finished a long time ago and showered and er ything,0,1.4751,0.0,0.0,0.0,0.0,0.0,"text, ab, ext"
ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx,0,2.3387,0.0,0.0,0.0,0.0,0.0,"row, pe, sp, end"
hello as per request from lt gt rs 5 has been transfered to you,0,2.1295,0.0,0.0,0.0,0.0,0.0,"rs, pe, sf"
i am in tirupur call you da,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087147123779am 7pm cost 10p,1,33.4558,0.0,0.0,0.0,0.0,0.0,"claim, 10p, 1000 cash, 08, operator, 123, 000, award, winner, 2000, 14, 100, 1000, 200, receive, cash, win, selected, 000 cash, specially"
s but he had some luck 2 catches put down,0,0.3125,0.0,0.0,0.0,0.0,0.0,tc
how i noe did specify da domain as nusstu still in sch,0,1.6894,0.0,0.0,0.0,0.0,0.0,"pe, sp, till"
oh i asked for fun haha take care,0,1.8694,0.0,0.0,0.0,0.0,0.0,"ke, tak, fun"
shall i get my pouch,0,1.4076,0.0,0.0,0.0,0.0,0.0,"po, al"
hey loverboy i love you i had to tell i look at your picture and ache to feel you between my legs fuck i want you i need you i crave you,0,2.9238,0.0,0.0,0.0,0.0,0.0,"ac, picture, pic, fee"
how is my boy no sweet words left for me this morning sighs how goes you day my love did you start your studying,0,2.7201,0.0,0.0,0.0,0.0,0.0,"ft, star, word, rd"
kent vale lor wait 4 me there ar,0,1.3375,0.0,0.0,0.0,0.0,0.0,"ke, al"
ok very good its all about making that money,0,2.4592,0.0,0.0,0.0,0.0,0.0,"ts, ab, al, ki"
reading gud habit nan bari hudgi yorge pataistha ertini kano,0,2.0845,0.0,0.0,0.0,0.0,0.0,"ka, din, ab, ist"
aight do you still want to get money,0,0.4783,0.0,0.0,0.0,0.0,0.0,till
are you in town this is v important,0,1.1621,0.0,0.0,0.0,0.0,0.0,"po, important"
sorry pa i dont knw who ru pa,0,0.0,0.0,0.0,0.0,0.0,0.0,
wat u doing there,0,0.0,0.0,0.0,0.0,0.0,0.0,
if i not meeting all rite then i ll go home lor if dun feel like comin it s ok,0,3.4102,0.0,0.0,0.0,0.0,0.0,"com, ke, min, al, fee"
oh i will get paid the most outstanding one is for a commercial i did for hasbro in august they made us jump through so many hoops to get paid still not,0,4.8419,0.0,0.0,0.0,0.0,0.0,"ts, com, din, al, till, comm, aug, commercial, august"
i am late so call you tomorrow morning take care sweet dreams u and me ummifying bye,0,4.6757,0.0,0.0,0.0,0.0,0.0,"ms, row, ke, tak, al, dream, dr"
networking technical support associate,0,4.0881,0.0,0.0,0.0,0.0,0.0,"network, po, tech, net, al, ki"
i m gonna rip out my uterus,0,0.3273,0.0,0.0,0.0,0.0,0.3273,ip
cool do you like swimming i have a pool and jacuzzi at my house,0,3.7299,0.0,0.0,0.0,0.0,0.0,"ac, po, ke, min, se"
thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182 from colour red text colour txtstar,1,28.6181,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, charged, customer service, ur mob, ur mobile, customer services, ts, 18, services, service, txts, txt, 06, 50, mobile, har, mob, colour, pl"
yeah why not is the gang all ready,0,0.8546,0.0,0.0,0.0,0.0,0.0,"al, ready"
blank is blank but wat is blank lol,0,0.0,0.0,0.0,0.0,0.0,0.0,
i m in a movie collect car oredi,0,1.074,0.0,0.0,0.0,0.0,0.0,"collect, movie"
we left already we at orchard now,0,3.1373,0.0,0.0,0.0,0.0,0.0,"ft, har, al, rd, ready"
hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,1,31.6734,0.0,0.0,0.0,0.0,0.0,"150p, 150, land, 150p msg, 86688, 50p, 2lands, 2lands row, suite342, suite342 2lands, suite342 2lands row, ts, uk, 18, txt, 50, rs, 15, ms, row"
nothing spl wat abt u and whr ru,0,2.1913,0.0,0.0,0.0,0.0,0.0,"pl, ab, sp, spl"
no chikku nt yet ya i m free,0,1.8306,0.0,0.0,0.0,0.0,0.0,"ree, free"
aldrine rakhesh ex rtm here pls call urgent,0,2.632,0.8906,0.0,0.0,0.0,0.0,"urgent, pl, al, dr"
the search 4 happiness is 1 of d main sources of unhappiness accept life the way it comes u will find happiness in every moment u live,0,5.8609,0.0,0.0,0.0,0.0,0.0,"ac, com, app, nh, live, cc, men, appin, se"
i guess you could be as good an excuse as any lol,0,0.76,0.0,0.0,0.0,0.0,0.0,"se, guess"
isn t frnd a necesity in life imagine urself witout a frnd hw d u feel at ur colleg wat ll u do wth ur cell wat abt functions thnk abt events espe ll cared missed amp irritated u 4wrd it to all those dear loving frnds wthout whom u cant live i jst did it takecare goodmorning,0,8.5247,0.0,0.0,0.0,0.0,0.0,"ts, rs, ke, tak, pe, live, ab, al, sp, fee, rd, se, ons, fun"
old orchard near univ how about you,0,2.486,0.0,0.0,0.0,0.0,0.0,"har, near, ab, rd"
4 tacos 1 rajas burrito right,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
it s 6 to get in is that ok,0,0.0,0.0,0.0,0.0,0.0,0.0,
hows the street where the end of library walk is,0,1.8731,0.0,0.0,0.0,0.0,0.0,"ree, al, end"
plz note if anyone calling from a mobile co amp asks u to type lt gt or lt gt do not do so disconnect the call coz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,0,11.0859,0.0,0.0,0.0,0.0,0.0,"attempt, nokia, disc, mobile, mob, motorola, ke, pl, pe, card, al, rd, tt, se, ki, bil, ist"
we stopped to get ice cream and will go back after,0,3.6874,0.0,0.0,0.0,0.0,0.0,"ft, ac, stop, pe, opp"
did you stitch his trouser,0,1.4669,0.0,0.0,0.0,0.0,0.0,"user, se, tc"
2 2 146tf150p,1,6.0846,0.0,0.0,0.0,0.0,0.0,"150p, 150, 50p, 14, 50, 15, f1"
hey i m bored so i m thinking of u so wat r u doing,0,0.3485,0.0,0.0,0.0,0.0,0.0,ki
nah wednesday when should i bring the mini cheetos bag over,0,0.7629,0.0,0.0,0.0,0.0,0.0,min
nobody names their penis a girls name this story doesn t add up at all,0,1.2122,0.0,0.0,0.0,0.0,0.0,"pe, al"
aight let me know when you re gonna be around usf,0,0.6,0.0,0.0,0.0,0.0,0.0,sf
i m not she lip synced with shangela,0,0.3273,0.0,0.0,0.0,0.0,0.3273,ip
neva tell me how i noe i m not at home in da aft wat,0,0.9333,0.0,0.0,0.0,0.0,0.0,ft
a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,0,4.1578,0.0,0.0,0.0,0.0,0.0,"row, ke, min, par, dr, end, hp"
dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680 when booking quote 1st class x 2,1,14.7524,0.0,0.0,0.0,0.0,0.0,"claim, 04, 08, voucher, booking, 80, po, 70, holiday, dear voucher, dear voucher holder, holder, voucher holder, book, al, 0870, holi, 1st, se, using"
buzz hey my love i think of you and hope your day goes well did you sleep in i miss you babe i long for the moment we are together again loving smile,0,1.7875,0.0,0.0,0.0,0.0,0.0,"pe, ab, men"
haha sounds crazy dunno can tahan anot,0,0.0,0.0,0.0,0.0,0.0,0.0,
why are u up so early,0,0.0,0.0,0.0,0.0,0.0,0.0,
ya that one is slow as poo,0,1.5764,0.0,0.0,0.0,0.0,0.0,"po, low"
im on gloucesterroad what are uup to later,0,0.7556,0.0,0.0,0.0,0.0,0.0,road
lol no ouch but wish i d stayed out a bit longer,0,0.0,0.0,0.0,0.0,0.0,0.0,
god asked what is forgiveness a little child gave lovely reply it is d wonderful fruit that a tree gives when it is being hurt by a stone good night,0,5.5813,0.0,0.0,0.0,0.0,0.0,"tone, ree, ke, reply, pl, won, tt"
we ll join the lt gt bus,0,0.7,0.0,0.0,0.0,0.0,0.0,join
was just about to ask will keep this one maybe that s why you didn t get all the messages we sent you on glo,0,3.9723,0.0,0.0,0.0,0.0,0.0,"ke, age, messages, ab, al, se, message"
k i will send in lt gt min,0,1.9208,0.0,0.0,0.0,0.0,0.0,"min, se, send, end"
would me smoking you out help us work through this difficult time,0,0.3485,0.0,0.0,0.0,0.0,0.0,ki
someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p,1,19.206,0.0,0.0,0.0,0.0,0.0,"150p, dating, 150, dating service, 50p, pobox, service, 80, reveal, 50, ac, 15, po, contact, box, ke, 10, al, 05, 09"
yes mum lookin strong,0,0.7529,0.0,0.0,0.0,0.0,0.0,"yes, ki"
sir goodmorning once free call me,0,2.3761,0.0,0.0,0.0,0.0,0.0,"ree, free, al"
where are you call me,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
love it the girls at the office may wonder why you are smiling but sore,0,1.1702,0.0,0.0,0.0,0.0,0.0,"won, office"
hi wlcome back did wonder if you got eaten by a lion or something nothing much,0,2.4345,0.0,0.0,0.0,0.0,0.0,"ac, com, won"
does uncle timi help in clearing cars,0,0.8628,0.0,0.0,0.0,0.0,0.0,rs
i came hostel i m going to sleep plz call me up before class hrishi,0,1.3147,0.0,0.0,0.0,0.0,0.0,"pl, al"
ok but bag again,0,0.0,0.0,0.0,0.0,0.0,0.0,
ok lor msg me b4 u call,0,1.7391,0.0,0.0,0.0,0.0,0.0,"ms, al, msg"
mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 69866 18 30pp txt 1st 5free 1 50 increments help08718728876,1,19.4792,0.0,0.0,0.0,0.0,0.0,"ncr, ree, 08, ts, uk, 18, txt, 50, free, 28, 30p, ke, 30, age, new, 23, 69, text, men, al"
once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moral dont wake up early in d mrng good night,0,7.1209,0.0,0.0,0.0,0.0,0.0,"tone, tones, ac, win, row, ke, al, 1st, se, mr"
claim a 200 shopping spree just call 08717895698 now have you won mobstorequiz10ppm,1,17.0034,0.0,0.0,0.0,0.0,0.0,"claim, 10p, ree, 08, quiz, 200, store, mob, won, 00, 20, 10, 69, pm, al, sp, 17, opp, shopping spree, spree"
then ur physics get a,0,1.85,0.0,0.0,0.0,0.0,0.0,"cs, ph"
dear friends sorry for the late information today is the birthday of our loving ar praveesh for more details log on to face book and see its his number lt gt dont miss a delicious treat,0,7.7132,0.0,0.0,0.0,0.0,0.0,"ts, ac, info, information, details, del, log, book, dont miss, se, number, end"
how r going to send it to me,0,1.1579,0.0,0.0,0.0,0.0,0.0,"se, send, end"
can you do online transaction,0,2.3514,0.0,0.0,0.0,0.0,0.0,"ac, action, line"
dear got train and seat mine lower seat,0,1.9205,0.0,0.0,0.0,0.0,0.0,"min, low, se"
let me know if you need anything else salad or desert or something how many beers shall i get,0,2.2516,0.0,0.0,0.0,0.0,0.0,"rs, al, se, sal"
whore you are unbelievable,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
want to funk up ur fone with a weekly new tone reply tones2u 2 this text www ringtones co uk the original n best tones 3gbp network operator rates apply,1,22.0023,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, tones, weekly, appl, ringtones, operator, www, uk, rate, apply, network, rates, 3g, original, reply, pl, app, pe, new"
are you sure you don t mean get here we made you hold all the weed,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
i love you you know can you feel it does it make your belly warm i wish it does my love i shall meet you in your dreams ahmad adoring kiss,0,3.9889,0.0,0.0,0.0,0.0,0.0,"ms, ke, al, dream, fee, dr, ki"
twinks bears scallies skins and jocks are calling now don t miss the weekend s fun call 08712466669 at 10p min 2 stop texts call 08712460324 nat rate,1,21.8443,0.0,0.0,0.0,0.0,0.0,"24, 10p, 03, 10p min, 08, stop texts, ts, rate, 60, rs, win, 08712460324, ke, min, stop, 10, texts, 69, text, al"
love it i want to flood that pretty pussy with cum,0,0.8123,0.0,0.0,0.0,0.0,0.0,"tt, pre"
hey are you angry with me reply me dr,0,2.2686,0.0,0.0,0.0,0.0,0.0,"reply, pl, dr, gr"
short but cute be a good person but dont try to prove it gud noon,0,1.5295,0.0,0.0,0.0,0.0,0.0,"rs, pe"
also remember the beads don t come off ever,0,2.1886,0.0,0.0,0.0,0.0,0.0,"member, com, al"
they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up,0,8.0406,0.0,0.0,0.0,0.0,0.0,"ts, sec, po, ms, pl, collect, star, age, tt, se, hl, ist"
for the first time in the history need comfort and luxury are sold at same price in india onion rs lt gt petrol rs lt gt beer rs lt gt shesil lt gt,0,5.0119,0.0,0.0,0.0,0.0,0.0,"luxury, rs, price, com, pe, india, ist"
actually nvm got hella cash we still on for lt gt ish,0,2.7453,0.0,0.0,0.0,0.0,0.0,"ac, cash, al, till"
we tried to contact you re your reply to our offer of a video handset 750 anytime any networks mins unlimited text camcorder reply or call 08000930705 now,1,35.1669,0.0,0.0,0.0,0.0,0.0,"750, 800, 08000930705, camcorder, 08, camcorder reply, 000, video, offer, unlimited, 0800, 750 anytime, 80, 50, network, limited, ac, contact, 70, handset"
it s ok at least armand s still around,0,0.4783,0.0,0.0,0.0,0.0,0.0,till
no da i am happy that we sit together na,0,0.7364,0.0,0.0,0.0,0.0,0.0,app
yup song bro no creative neva test quality he said check review online,0,2.5678,0.0,0.0,0.0,0.0,0.0,"line, al, song, quality, view"
no dude its not fake my frnds got money thts y i m reffering u if u member wit my mail link u vl be credited lt gt rs and il be getiing lt gt rs i can draw my acc wen it is lt gt rs,0,7.9221,0.0,0.6818,0.0,0.0,0.0,"ts, ac, draw, rs, member, ke, credit, cc, ref, link, dr"
dude while were makin those weirdy brownies my sister made awesome cookies i took pics,0,4.6272,0.0,0.0,0.0,0.0,0.0,"cs, row, pic, pics, rd, se, ki, ist"
urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701851 claim code k61 valid 12hours only,1,27.5858,0.8906,0.0,0.0,0.0,0.0,"claim, prize, guaranteed, valid, prize guaranteed, draw shows, guarantee, 85, claim code, 18, code, 06, urgent, ac, draw, rs, shows, contact, 70, ke"
pls dont restrict her from eating anythin she likes for the next two days,0,2.4138,0.0,0.0,0.0,0.0,0.0,"ke, pl, days, ext"
mm you ask him to come its enough,0,1.8098,0.0,0.0,0.0,0.0,0.0,"ts, com"
at the funeral home with audrey and dad,0,1.3143,0.0,0.0,0.0,0.0,0.0,"al, dr, fun"
aight can you text me the address,0,1.3366,0.0,0.0,0.0,0.0,0.0,"text, dr, ext"
excellent wish we were together right now,0,0.0,0.0,0.0,0.0,0.0,0.0,
yep then is fine 7 30 or 8 30 for ice age,0,1.4132,0.0,0.0,0.0,0.0,0.0,"30, age"
pls i wont belive god not only jesus,0,2.1594,0.0,0.0,0.0,0.0,0.0,"pl, won, live"
can dunno wat to get 4 her,0,0.0,0.0,0.0,0.0,0.0,0.0,
not yet chikku k then wat abt tht guy did he stopped irritating or msging to u,0,3.6433,0.0,0.0,0.0,0.0,0.0,"ms, stop, pe, ab, opp, msg"
how long does it take to get it,0,1.5273,0.0,0.0,0.0,0.0,0.0,"ke, tak"
this is my number by vivek,0,0.4118,0.0,0.0,0.0,0.0,0.0,number
74355 xmas iscoming ur awarded either 500 cd gift vouchers free entry 2 r 100 weekly draw txt music to 87066 tnc,1,36.4603,0.0,0.0,0.0,0.0,0.0,"awarded, weekly, tnc, vouchers, free entry, ree, ur awarded, 87066, music, award, entry, voucher, 500, ft, 100, cd, txt, 06, 50, draw"
sorry brah just finished the last of my exams what up,0,0.8333,0.0,0.0,0.0,0.0,0.0,ms
i got arrested for possession at i shit you not lt time gt pm,0,2.6663,0.0,0.0,0.0,0.0,0.0,"po, possession, pm, se"
you are right though i can t give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move out if i m still there after greece but maybe you are ready and should do it now,0,10.0216,0.0,0.0,0.0,0.0,0.0,"ree, ft, ac, com, eco, space, star, starting, al, sp, tt, till, se, real, ready, gr"
just normal only here,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
please protect yourself from e threats sib never asks for sensitive information like passwords atm sms pin thru email never share your password with anybody,0,9.3857,0.0,0.0,0.0,0.0,0.0,"ts, sms, rs, har, ms, ke, info, information, pl, word, rd, se, email"
i miss you so much i m so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,0,5.815,0.0,0.0,0.0,0.0,0.0,"rate, ft, eco, par, age, sp, rd, message, ist"
hi i m always online on yahoo and would like to chat with you someday,0,2.7284,0.0,0.0,0.0,0.0,0.0,"ke, chat, line, al"
goodmorning my grandfather expired so am on leave today,0,1.56,0.0,0.0,0.0,0.0,0.0,"exp, grand, gr"
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs www smsco net cost 3 75max,1,25.8241,0.0,0.0,0.0,0.0,0.7273,"claim, guaranteed, cs, 04, guarantee, ts, www, ft, congratulations, 06, ts cs, sms, ms, row, ke, 75, 27, gift, max, 10"
where are you what are you doing are yuou working on getting the pc to your mom s did you find a spot that it would work i need you,0,2.9837,0.0,0.0,0.0,0.0,0.0,"po, pc, sp, tt, ki"
sure i ll see if i can come by in a bit,0,1.2531,0.0,0.0,0.0,0.0,0.0,"com, se"
i agree so i can stop thinkin about ipad can you please ask macho the same question,0,5.3266,0.0,0.0,0.0,0.0,0.3273,"ree, ac, pl, stop, ab, se, ki, ip, gr"
let s pool our money together and buy a bunch of lotto tickets if we win i get lt gt u get lt gt deal,0,6.3929,0.0,0.0,0.0,0.0,0.0,"ts, po, win, ke, deal, al, tickets, tt, ticket, buy"
watching tv lor nice one then i like lor,0,1.9262,0.0,0.0,0.0,0.0,0.0,"ke, tv, watch, tc"
i m thinking that chennai forgot to come for auction,0,2.0333,0.0,0.0,0.0,0.0,0.0,"auction, com, ki"
then come n pick me at 530 ar,0,2.5438,0.0,0.0,0.0,0.0,0.0,"com, 30, pic, 53"
early bird any purchases yet,0,1.2556,0.0,0.0,0.0,0.0,0.0,"rd, se, purchase"
went to pay rent so i had to go to the bank to authorise the payment,0,2.6087,0.0,1.04,0.0,0.0,0.0,"bank, pay, men, se, payment"
erm ill pick you up at about 6 45pm that ll give enough time to get there park and that,0,4.1788,0.0,0.0,0.0,0.0,0.0,"45, par, pic, ab, pm, park, 5p"
hey mate hows u honey did u ave good holiday gimmi de goss x,0,1.2843,0.0,0.0,0.0,0.0,0.0,"holiday, holi"
howz pain it will come down today do as i said ystrday ice and medicine,0,1.3021,0.0,0.0,0.0,0.0,0.0,"com, rd"
chile please it s only a lt decimal gt hour drive for me i come down all the time and will be subletting feb april for audition season,0,5.6034,0.0,0.0,0.0,0.0,0.0,"com, season, pl, feb, al, tt, se, dr, sub, apr"
yes ammae life takes lot of turns you can only sit and try to hold the steering,0,1.9317,0.0,0.0,0.0,0.0,0.0,"ke, tak, yes"
yeah that s what i thought lemme know if anything s goin on later,0,0.0,0.0,0.0,0.0,0.0,0.0,
mmmm i cant wait to lick it,0,0.0,0.0,0.0,0.0,0.0,0.0,
pls go there today lt gt i dont want any excuses,0,1.2125,0.0,0.0,0.0,0.0,0.0,"pl, se"
can you plz tell me the ans bslvyl sent via fullonsms com,0,4.1411,0.0,0.0,0.0,0.0,0.0,"sms, ms, com, pl, se, ons"
u in town alone,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
i to am looking forward to all the sex cuddling only two more sleeps,0,2.817,0.0,0.0,0.0,0.0,0.0,"al, sex, rd, looking, se, ki"
we have all rounder so not required,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
no its true k do u knw dis no lt gt,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
dont worry 1 day very big lambu ji vl come til then enjoy batchlor party,0,4.6031,0.0,0.0,0.0,0.0,0.0,"com, njoy, par, enjoy, ji, party, batch, tc, hl"
oh ya got hip hop open haha i was thinking can go for jazz then zoom to cine actually tonight i m free leh and there s a kb lesson tonight,0,5.0747,0.0,0.0,0.0,0.0,0.3273,"ree, ac, free, pe, al, open, ki, ip"
free msg single find a partner in your area 1000s of real people are waiting to chat now send chat to 62220cncl send stopcs 08717890890 1 50 per msg,1,22.4587,0.0,0.0,0.0,0.0,0.0,"cs, send stop, ree, 08, 000, 100, 1000, 50, ms, free, area, pl, pc, 00, 20, par, chat, stop, 10, pe"
i m ok will do my part tomorrow,0,1.5286,0.0,0.0,0.0,0.0,0.0,"row, par"
no but we found a diff farm shop to buy some cheese on way back now can i call in,0,2.6037,0.0,0.0,0.0,0.0,0.0,"ac, al, se, shop, buy"
r u still working now,0,0.8268,0.0,0.0,0.0,0.0,0.0,"till, ki"
yep i do like the pink furniture tho,0,0.792,0.0,0.0,0.0,0.0,0.0,ke
free msg ringtone from widelive com index wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05,1,13.4703,0.0,0.0,0.0,0.0,0.0,"tone, ringtone, 04, ree, 18, rs, ms, free, com, wide, 30, del, live, 37, 05, free msg, msg, 78"
customer place i wil cal u sir,0,4.1861,0.0,0.0,0.0,0.0,0.0,"lac, ac, pl, customer, al, cust"
oh my god i ve found your number again i m so glad text me back xafter this msgs cst std ntwk chg 1 50,1,8.6025,0.0,0.0,0.0,0.0,0.0,"cs, std, ft, 50, ac, ms, wk, hg, text, number, msg, ext"
a pure hearted person can have a wonderful smile that makes even his her enemies to feel guilty for being an enemy so catch the world with your smile goodmorning amp have a smiley sunday,0,4.9869,0.0,0.0,0.0,0.0,0.0,"rs, ke, won, emi, pe, fee, world, tc"
that s alrite girl u know gail is neva wrong take care sweet and don t worry c u l8tr hun love yaxxx,0,2.0728,0.0,0.0,0.0,0.0,0.0,"ke, tak, al"
theoretically yeah he could be able to come,0,1.9205,0.0,0.0,0.0,0.0,0.0,"com, ab, al"
alright we re hooked up where you guys at,0,1.3375,0.0,0.0,0.0,0.0,0.0,"ke, al"
not that i know of most people up here are still out of town,0,1.9142,0.0,0.0,0.0,0.0,0.0,"pl, pe, till"
no let me do the math your not good at it,0,0.0,0.0,0.0,0.0,0.0,0.0,
oh ok wait 4 me there my lect havent finish,0,0.0,0.0,0.0,0.0,0.0,0.0,
yeah my usual guy s out of town but there re definitely people around i know,0,1.9814,0.0,0.0,0.0,0.0,0.0,"pl, pe, al"
i am joining today formally pls keep praying will talk later,0,2.8067,0.0,0.0,0.0,0.0,0.0,"ke, pl, join, al"
happy or sad one thing about past is its no more good morning,0,2.9781,0.0,0.0,0.0,0.0,0.0,"ts, app, past, ab"
no did you multimedia message them or e mail,0,1.3749,0.0,0.0,0.0,0.0,0.0,"age, message, media"
